Segmentation,Window Size,Scaler,Maneuver,Best Params,Accuracy,Precision,Recall,F1 Score
overlapping,15,discrete,STISIMData_Turnings,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.8655245872536836,0.9340633737185461,0.764930356802137,0.8410783593831952
overlapping,15,discrete,STISIMData_U-Turnings,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.5141564751214609,0.44217347956131603,0.33245877061469264,0.3795464270432178
overlapping,15,standard,STISIMData_3step-Turnings,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 100}",0.8542847230253267,0.9306205493387589,0.8326961587474968,0.8789392774788625
overlapping,15,standard,STISIMData_Overtaking,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.7538910505836576,0.8995575221238938,0.6116125150421179,0.7281518624641834
overlapping,15,standard,STISIMData_Stopping,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.8934639389736477,0.9169960474308301,0.6362701405553651,0.7512649261283141
overlapping,15,standard,STISIMData_Turnings,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.8420912480028404,0.9693600867678959,0.6821217324937989,0.8007615634449546
overlapping,15,standard,STISIMData_U-Turnings,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",0.5665940693583514,0.5183175033921302,0.4295352323838081,0.4697683951629432
overlapping,15,minmax,STISIMData_3step-Turnings,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 100}",0.8546316641609807,0.9306628710858073,0.8332423083924996,0.8792623187013735
overlapping,15,minmax,STISIMData_Overtaking,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.7538910505836576,0.8995575221238938,0.6116125150421179,0.7281518624641834
overlapping,15,minmax,STISIMData_Stopping,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.893377253814147,0.916955017301038,0.6359273225917038,0.7510121457489879
overlapping,15,minmax,STISIMData_Turnings,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.8421800106515178,0.9693683925182977,0.6823125357756153,0.800895856662934
